Date,Type,Value,reg_name,reg_istat_code_num,prov_name,prov_istat_code_num
05/03/2020,total_p,6,Toscana,8,Lucca,46
05/03/2020,total_p,5,Toscana,8,Arezzo,51
05/03/2020,total_p,5,Toscana,8,Pisa,50
05/03/2020,total_p,3,Toscana,8,Livorno,49
05/03/2020,total_p,1,Toscana,8,Prato,100
05/03/2020,total_p,2,Toscana,8,Grosseto,53
05/03/2020,total_p,5,Friuli-Venezia Giulia,5,Trieste,32
05/03/2020,total_p,5,Friuli-Venezia Giulia,5,Gorizia,31
05/03/2020,total_p,11,Friuli-Venezia Giulia,5,Udine,30
05/03/2020,total_p,42,Lazio,11,Roma,58
05/03/2020,total_p,1,Lazio,11,Frosinone,60
05/03/2020,testing,1,Lazio,11,,
05/03/2020,total_p,3,Sicilia,18,Palermo,82
05/03/2020,testing,14,Sicilia,18,,
05/03/2020,total_p,1,Sicilia,18,Catania,87
05/03/2020,total_p,4,Abruzzo,12,Teramo,67
05/03/2020,total_p,1,Abruzzo,12,Pescara,68
05/03/2020,total_p,2,Abruzzo,12,Chieti,69
05/03/2020,total_p,3,Puglia,15,Taranto,73
05/03/2020,total_p,2,Puglia,15,Bari,72
05/03/2020,total_p,1,Puglia,15,Barletta-Andria-Trani,110
05/03/2020,total_p,1,Puglia,15,Lecce,75
05/03/2020,total_p,7,Puglia,15,Foggia,71
05/03/2020,total_p,6,Umbria,9,Perugia,54
05/03/2020,total_p,3,Umbria,9,Terni,55
05/03/2020,total_p,1,Trentino-Alto Adige/Südtirol,3,Bolzano/Bozen,21
05/03/2020,total_p,7,Trentino-Alto Adige/Südtirol,3,Trento,22
05/03/2020,total_p,1,Calabria,17,Cosenza,78
05/03/2020,total_p,1,Calabria,17,Catanzaro,79
05/03/2020,total_p,7,Molise,13,Campobasso,70
05/03/2020,total_p,1,Basilicata,16,Potenza,76
05/03/2020,total_p,2,Sardegna,19,Cagliari,92
05/03/2020,total_p,2,Valle d'Aosta/Vallée d'Aoste,1,Valle d'Aosta/Vallée d'Aoste,7
05/03/2020,hospitalized,1169,Lombardia,2,,
05/03/2020,hospitalized_intensive,244,Lombardia,2,,
05/03/2020,self_isolation,364,Lombardia,2,,
05/03/2020,positive,1777,Lombardia,2,,
05/03/2020,discharged,376,Lombardia,2,,
05/03/2020,deceased,98,Lombardia,2,,
05/03/2020,total,2251,Lombardia,2,,
05/03/2020,tested,12354,Lombardia,2,,
05/03/2020,hospitalized,327,Emilia-Romagna,7,,
05/03/2020,hospitalized_intensive,32,Emilia-Romagna,7,,
05/03/2020,self_isolation,299,Emilia-Romagna,7,,
05/03/2020,positive,658,Emilia-Romagna,7,,
05/03/2020,discharged,10,Emilia-Romagna,7,,
05/03/2020,deceased,30,Emilia-Romagna,7,,
05/03/2020,total,698,Emilia-Romagna,7,,
05/03/2020,tested,2884,Emilia-Romagna,7,,
05/03/2020,hospitalized,92,Veneto,4,,
05/03/2020,hospitalized_intensive,24,Veneto,4,,
05/03/2020,self_isolation,264,Veneto,4,,
05/03/2020,positive,380,Veneto,4,,
05/03/2020,discharged,17,Veneto,4,,
05/03/2020,deceased,10,Veneto,4,,
05/03/2020,total,407,Veneto,4,,
05/03/2020,tested,11949,Veneto,4,,
05/03/2020,hospitalized,57,Marche,10,,
05/03/2020,hospitalized_intensive,19,Marche,10,,
05/03/2020,self_isolation,44,Marche,10,,
05/03/2020,positive,120,Marche,10,,
05/03/2020,discharged,0,Marche,10,,
05/03/2020,deceased,4,Marche,10,,
05/03/2020,total,124,Marche,10,,
05/03/2020,tested,413,Marche,10,,
05/03/2020,hospitalized,43,Piemonte,0,,
05/03/2020,hospitalized_intensive,17,Piemonte,0,,
05/03/2020,self_isolation,46,Piemonte,0,,
05/03/2020,positive,106,Piemonte,0,,
05/03/2020,discharged,0,Piemonte,0,,
05/03/2020,deceased,2,Piemonte,0,,
05/03/2020,total,108,Piemonte,0,,
05/03/2020,tested,543,Piemonte,0,,
05/03/2020,hospitalized,26,Toscana,8,,
05/03/2020,hospitalized_intensive,3,Toscana,8,,
05/03/2020,self_isolation,31,Toscana,8,,
05/03/2020,positive,60,Toscana,8,,
05/03/2020,discharged,1,Toscana,8,,
05/03/2020,deceased,0,Toscana,8,,
05/03/2020,total,61,Toscana,8,,
05/03/2020,tested,776,Toscana,8,,
05/03/2020,hospitalized,20,Lazio,11,,
05/03/2020,hospitalized_intensive,7,Lazio,11,,
05/03/2020,self_isolation,14,Lazio,11,,
05/03/2020,positive,41,Lazio,11,,
05/03/2020,discharged,3,Lazio,11,,
05/03/2020,deceased,0,Lazio,11,,
05/03/2020,total,44,Lazio,11,,
05/03/2020,tested,1175,Lazio,11,,
05/03/2020,hospitalized,12,Campania,14,,
05/03/2020,hospitalized_intensive,0,Campania,14,,
05/03/2020,self_isolation,33,Campania,14,,
05/03/2020,positive,45,Campania,14,,
05/03/2020,discharged,0,Campania,14,,
05/03/2020,deceased,0,Campania,14,,
05/03/2020,total,45,Campania,14,,
05/03/2020,tested,471,Campania,14,,
05/03/2020,hospitalized,11,Liguria,6,,
05/03/2020,hospitalized_intensive,3,Liguria,6,,
05/03/2020,self_isolation,7,Liguria,6,,
05/03/2020,positive,21,Liguria,6,,
05/03/2020,discharged,4,Liguria,6,,
05/03/2020,deceased,3,Liguria,6,,
05/03/2020,total,28,Liguria,6,,
05/03/2020,tested,146,Liguria,6,,
05/03/2020,hospitalized,4,Friuli-Venezia Giulia,5,,
05/03/2020,hospitalized_intensive,0,Friuli-Venezia Giulia,5,,
05/03/2020,self_isolation,17,Friuli-Venezia Giulia,5,,
05/03/2020,positive,21,Friuli-Venezia Giulia,5,,
05/03/2020,discharged,0,Friuli-Venezia Giulia,5,,
05/03/2020,deceased,0,Friuli-Venezia Giulia,5,,
05/03/2020,total,21,Friuli-Venezia Giulia,5,,
05/03/2020,tested,397,Friuli-Venezia Giulia,5,,
05/03/2020,hospitalized,5,Sicilia,18,,
05/03/2020,hospitalized_intensive,0,Sicilia,18,,
05/03/2020,self_isolation,11,Sicilia,18,,
05/03/2020,positive,16,Sicilia,18,,
05/03/2020,discharged,2,Sicilia,18,,
05/03/2020,deceased,0,Sicilia,18,,
05/03/2020,total,18,Sicilia,18,,
05/03/2020,tested,367,Sicilia,18,,
05/03/2020,hospitalized,5,Puglia,15,,
05/03/2020,hospitalized_intensive,1,Puglia,15,,
05/03/2020,self_isolation,6,Puglia,15,,
05/03/2020,positive,12,Puglia,15,,
05/03/2020,discharged,1,Puglia,15,,
05/03/2020,deceased,1,Puglia,15,,
05/03/2020,total,14,Puglia,15,,
05/03/2020,tested,359,Puglia,15,,
05/03/2020,hospitalized,1,Umbria,9,,
05/03/2020,hospitalized_intensive,1,Umbria,9,,
05/03/2020,self_isolation,7,Umbria,9,,
05/03/2020,positive,9,Umbria,9,,
05/03/2020,discharged,0,Umbria,9,,
05/03/2020,deceased,0,Umbria,9,,
05/03/2020,total,9,Umbria,9,,
05/03/2020,tested,88,Umbria,9,,
05/03/2020,hospitalized,8,Abruzzo,12,,
05/03/2020,hospitalized_intensive,0,Abruzzo,12,,
05/03/2020,self_isolation,0,Abruzzo,12,,
05/03/2020,positive,8,Abruzzo,12,,
05/03/2020,discharged,0,Abruzzo,12,,
05/03/2020,deceased,0,Abruzzo,12,,
05/03/2020,total,8,Abruzzo,12,,
05/03/2020,tested,96,Abruzzo,12,,
05/03/2020,hospitalized,3,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,hospitalized_intensive,0,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,self_isolation,5,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,positive,8,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,discharged,0,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,deceased,0,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,total,8,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,tested,142,Trentino-Alto Adige/Südtirol,3,,
05/03/2020,hospitalized,4,Molise,13,,
05/03/2020,hospitalized_intensive,0,Molise,13,,
05/03/2020,self_isolation,3,Molise,13,,
05/03/2020,positive,7,Molise,13,,
05/03/2020,discharged,0,Molise,13,,
05/03/2020,deceased,0,Molise,13,,
05/03/2020,total,7,Molise,13,,
05/03/2020,tested,24,Molise,13,,
05/03/2020,hospitalized,0,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,hospitalized_intensive,0,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,self_isolation,2,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,positive,2,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,discharged,0,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,deceased,0,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,total,2,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,tested,21,Valle d'Aosta/Vallée d'Aoste,1,,
05/03/2020,hospitalized,1,Calabria,17,,
05/03/2020,hospitalized_intensive,0,Calabria,17,,
05/03/2020,self_isolation,1,Calabria,17,,
05/03/2020,positive,2,Calabria,17,,
05/03/2020,discharged,0,Calabria,17,,
05/03/2020,deceased,0,Calabria,17,,
05/03/2020,total,2,Calabria,17,,
05/03/2020,tested,53,Calabria,17,,
05/03/2020,hospitalized,2,Sardegna,19,,
05/03/2020,hospitalized_intensive,0,Sardegna,19,,
05/03/2020,self_isolation,0,Sardegna,19,,
05/03/2020,positive,2,Sardegna,19,,
05/03/2020,discharged,0,Sardegna,19,,
05/03/2020,deceased,0,Sardegna,19,,
05/03/2020,total,2,Sardegna,19,,
05/03/2020,tested,50,Sardegna,19,,
05/03/2020,hospitalized,0,Basilicata,16,,
05/03/2020,hospitalized_intensive,0,Basilicata,16,,
05/03/2020,self_isolation,1,Basilicata,16,,
05/03/2020,positive,1,Basilicata,16,,
05/03/2020,discharged,0,Basilicata,16,,
05/03/2020,deceased,0,Basilicata,16,,
05/03/2020,total,1,Basilicata,16,,
05/03/2020,tested,54,Basilicata,16,,
05/03/2020,hospitalized,1790,Totale,,,
05/03/2020,hospitalized_intensive,351,Totale,,,
05/03/2020,self_isolation,0,Totale,,,
05/03/2020,positive,3296,Totale,,,
05/03/2020,discharged,414,Totale,,,
05/03/2020,deceased,148,Totale,,,
05/03/2020,total,3858,Totale,,,
05/03/2020,tested,32362,Totale,,,
06/03/2020,total_p,623,Lombardia,2,Bergamo,16
06/03/2020,total_p,739,Lombardia,2,Lodi,98
06/03/2020,total_p,452,Lombardia,2,Cremona,19
06/03/2020,testing,68,Lombardia,2,,
06/03/2020,total_p,180,Lombardia,2,Pavia,18
06/03/2020,total_p,182,Lombardia,2,Brescia,17
06/03/2020,total_p,267,Lombardia,2,Milano,15
06/03/2020,total_p,20,Lombardia,2,Monza e della Brianza,108
06/03/2020,total_p,32,Lombardia,2,Mantova,20
06/03/2020,total_p,23,Lombardia,2,Varese,12
06/03/2020,total_p,4,Lombardia,2,Sondrio,14
06/03/2020,total_p,11,Lombardia,2,Como,13
06/03/2020,total_p,11,Lombardia,2,Lecco,97
06/03/2020,total_p,426,Emilia-Romagna,7,Piacenza,33
06/03/2020,total_p,181,Emilia-Romagna,7,Parma,34
06/03/2020,total_p,73,Emilia-Romagna,7,Modena,36
06/03/2020,total_p,93,Emilia-Romagna,7,Rimini,99
06/03/2020,total_p,44,Emilia-Romagna,7,Reggio nell'Emilia,35
06/03/2020,total_p,41,Emilia-Romagna,7,Bologna,37
06/03/2020,total_p,8,Emilia-Romagna,7,Ravenna,39
06/03/2020,total_p,3,Emilia-Romagna,7,Forlì-Cesena,40
06/03/2020,total_p,1,Emilia-Romagna,7,Ferrara,38
06/03/2020,testing,0,Emilia-Romagna,7,,
06/03/2020,total_p,198,Veneto,4,Padova,28
06/03/2020,total_p,103,Veneto,4,Treviso,26
06/03/2020,total_p,85,Veneto,4,Venezia,27
06/03/2020,total_p,42,Veneto,4,Verona,23
06/03/2020,testing,24,Veneto,4,,
06/03/2020,total_p,24,Veneto,4,Vicenza,24
06/03/2020,total_p,7,Veneto,4,Belluno,25
06/03/2020,total_p,5,Veneto,4,Rovigo,29
06/03/2020,total_p,126,Marche,10,Pesaro e Urbino,41
06/03/2020,total_p,23,Marche,10,Ancona,42
06/03/2020,total_p,7,Marche,10,Macerata,43
06/03/2020,total_p,3,Marche,10,Fermo,109
06/03/2020,total_p,34,Piemonte,0,Torino,1
06/03/2020,total_p,4,Piemonte,0,Novara,3
06/03/2020,total_p,47,Piemonte,0,Asti,5
06/03/2020,total_p,7,Piemonte,0,Vercelli,2
06/03/2020,total_p,32,Piemonte,0,Alessandria,6
06/03/2020,total_p,9,Piemonte,0,Verbano-Cusio-Ossola,103
06/03/2020,total_p,3,Piemonte,0,Biella,96
06/03/2020,total_p,1,Piemonte,0,Cuneo,4
06/03/2020,testing,6,Piemonte,0,,
06/03/2020,total_p,23,Toscana,8,Firenze,48
06/03/2020,total_p,14,Toscana,8,Siena,52
06/03/2020,total_p,10,Toscana,8,Massa-Carrara,45
06/03/2020,total_p,1,Toscana,8,Pistoia,47
06/03/2020,total_p,8,Toscana,8,Lucca,46
06/03/2020,total_p,7,Toscana,8,Arezzo,51
06/03/2020,total_p,8,Toscana,8,Pisa,50
06/03/2020,total_p,5,Toscana,8,Livorno,49
06/03/2020,total_p,1,Toscana,8,Prato,100
06/03/2020,total_p,2,Toscana,8,Grosseto,53
06/03/2020,total_p,17,Campania,14,Napoli,63
06/03/2020,testing,40,Campania,14,,
06/03/2020,total_p,49,Lazio,11,Roma,58
06/03/2020,total_p,1,Lazio,11,Frosinone,60
06/03/2020,total_p,2,Lazio,11,Viterbo,56
06/03/2020,total_p,2,Lazio,11,Latina,59
06/03/2020,total_p,15,Liguria,6,Savona,9
06/03/2020,total_p,3,Liguria,6,Imperia,8
06/03/2020,total_p,9,Liguria,6,Genova,10
06/03/2020,total_p,1,Liguria,6,La Spezia,11
06/03/2020,testing,4,Liguria,6,,
06/03/2020,total_p,7,Friuli-Venezia Giulia,5,Trieste,32
06/03/2020,total_p,6,Friuli-Venezia Giulia,5,Gorizia,31
06/03/2020,total_p,18,Friuli-Venezia Giulia,5,Udine,30
06/03/2020,total_p,5,Sicilia,18,Palermo,82
06/03/2020,total_p,1,Sicilia,18,Enna,86
06/03/2020,total_p,15,Sicilia,18,Catania,87
06/03/2020,total_p,1,Sicilia,18,Ragusa,88
06/03/2020,total_p,2,Sicilia,18,Siracusa,89
06/03/2020,total_p,3,Puglia,15,Taranto,73
06/03/2020,total_p,3,Puglia,15,Bari,72
06/03/2020,total_p,1,Puglia,15,Barletta-Andria-Trani,110
06/03/2020,total_p,3,Puglia,15,Lecce,75
06/03/2020,total_p,7,Puglia,15,Foggia,71
06/03/2020,total_p,10,Umbria,9,Perugia,54
06/03/2020,total_p,6,Umbria,9,Terni,55
06/03/2020,total_p,4,Abruzzo,12,Teramo,67
06/03/2020,total_p,1,Abruzzo,12,Pescara,68
06/03/2020,total_p,3,Abruzzo,12,Chieti,69
06/03/2020,total_p,12,Molise,13,Campobasso,70
06/03/2020,total_p,4,Trentino-Alto Adige/Südtirol,3,Bolzano/Bozen,21
06/03/2020,total_p,10,Trentino-Alto Adige/Südtirol,3,Trento,22
06/03/2020,total_p,3,Sardegna,19,Cagliari,92
06/03/2020,total_p,2,Sardegna,19,Nuoro,91
06/03/2020,total_p,2,Basilicata,16,Potenza,76
06/03/2020,total_p,1,Basilicata,16,Matera,77
06/03/2020,total_p,7,Valle d'Aosta/Vallée d'Aoste,1,Valle d'Aosta/Vallée d'Aoste,7
06/03/2020,total_p,1,Calabria,17,Cosenza,78
06/03/2020,total_p,2,Calabria,17,Catanzaro,79
06/03/2020,hospitalized,1622,Lombardia,2,,
06/03/2020,hospitalized_intensive,309,Lombardia,2,,
06/03/2020,self_isolation,77,Lombardia,2,,
06/03/2020,positive,2008,Lombardia,2,,
06/03/2020,discharged,469,Lombardia,2,,
06/03/2020,deceased,135,Lombardia,2,,
06/03/2020,total,2612,Lombardia,2,,
06/03/2020,tested,13556,Lombardia,2,,
06/03/2020,hospitalized,397,Emilia-Romagna,7,,
06/03/2020,hospitalized_intensive,53,Emilia-Romagna,7,,
06/03/2020,self_isolation,366,Emilia-Romagna,7,,
06/03/2020,positive,816,Emilia-Romagna,7,,
06/03/2020,discharged,17,Emilia-Romagna,7,,
06/03/2020,deceased,37,Emilia-Romagna,7,,
06/03/2020,total,870,Emilia-Romagna,7,,
06/03/2020,tested,3136,Emilia-Romagna,7,,
06/03/2020,hospitalized,117,Veneto,4,,
06/03/2020,hospitalized_intensive,27,Veneto,4,,
06/03/2020,self_isolation,310,Veneto,4,,
06/03/2020,positive,454,Veneto,4,,
06/03/2020,discharged,22,Veneto,4,,
06/03/2020,deceased,12,Veneto,4,,
06/03/2020,total,488,Veneto,4,,
06/03/2020,tested,13023,Veneto,4,,
06/03/2020,hospitalized,73,Marche,10,,
06/03/2020,hospitalized_intensive,20,Marche,10,,
06/03/2020,self_isolation,62,Marche,10,,
06/03/2020,positive,155,Marche,10,,
06/03/2020,discharged,0,Marche,10,,
06/03/2020,deceased,4,Marche,10,,
06/03/2020,total,159,Marche,10,,
06/03/2020,tested,585,Marche,10,,
06/03/2020,hospitalized,57,Piemonte,0,,
06/03/2020,hospitalized_intensive,30,Piemonte,0,,
06/03/2020,self_isolation,52,Piemonte,0,,
06/03/2020,positive,139,Piemonte,0,,
06/03/2020,discharged,0,Piemonte,0,,
06/03/2020,deceased,4,Piemonte,0,,
06/03/2020,total,143,Piemonte,0,,
06/03/2020,tested,793,Piemonte,0,,
06/03/2020,hospitalized,35,Toscana,8,,
06/03/2020,hospitalized_intensive,5,Toscana,8,,
06/03/2020,self_isolation,38,Toscana,8,,
06/03/2020,positive,78,Toscana,8,,
06/03/2020,discharged,1,Toscana,8,,
06/03/2020,deceased,0,Toscana,8,,
06/03/2020,total,79,Toscana,8,,
06/03/2020,tested,1097,Toscana,8,,
06/03/2020,hospitalized,26,Lazio,11,,
06/03/2020,hospitalized_intensive,8,Lazio,11,,
06/03/2020,self_isolation,16,Lazio,11,,
06/03/2020,positive,50,Lazio,11,,
06/03/2020,discharged,3,Lazio,11,,
06/03/2020,deceased,1,Lazio,11,,
06/03/2020,total,54,Lazio,11,,
06/03/2020,tested,1373,Lazio,11,,
06/03/2020,hospitalized,12,Campania,14,,
06/03/2020,hospitalized_intensive,0,Campania,14,,
06/03/2020,self_isolation,45,Campania,14,,
06/03/2020,positive,57,Campania,14,,
06/03/2020,discharged,0,Campania,14,,
06/03/2020,deceased,0,Campania,14,,
06/03/2020,total,57,Campania,14,,
06/03/2020,tested,471,Campania,14,,
06/03/2020,hospitalized,12,Liguria,6,,
06/03/2020,hospitalized_intensive,5,Liguria,6,,
06/03/2020,self_isolation,7,Liguria,6,,
06/03/2020,positive,24,Liguria,6,,
06/03/2020,discharged,5,Liguria,6,,
06/03/2020,deceased,3,Liguria,6,,
06/03/2020,total,32,Liguria,6,,
06/03/2020,tested,229,Liguria,6,,
06/03/2020,hospitalized,4,Friuli-Venezia Giulia,5,,
06/03/2020,hospitalized_intensive,0,Friuli-Venezia Giulia,5,,
06/03/2020,self_isolation,24,Friuli-Venezia Giulia,5,,
06/03/2020,positive,28,Friuli-Venezia Giulia,5,,
06/03/2020,discharged,3,Friuli-Venezia Giulia,5,,
06/03/2020,deceased,0,Friuli-Venezia Giulia,5,,
06/03/2020,total,31,Friuli-Venezia Giulia,5,,
06/03/2020,tested,577,Friuli-Venezia Giulia,5,,
06/03/2020,hospitalized,7,Sicilia,18,,
06/03/2020,hospitalized_intensive,0,Sicilia,18,,
06/03/2020,self_isolation,15,Sicilia,18,,
06/03/2020,positive,22,Sicilia,18,,
06/03/2020,discharged,2,Sicilia,18,,
06/03/2020,deceased,0,Sicilia,18,,
06/03/2020,total,24,Sicilia,18,,
06/03/2020,tested,367,Sicilia,18,,
06/03/2020,hospitalized,5,Puglia,15,,
06/03/2020,hospitalized_intensive,1,Puglia,15,,
06/03/2020,self_isolation,9,Puglia,15,,
06/03/2020,positive,15,Puglia,15,,
06/03/2020,discharged,1,Puglia,15,,
06/03/2020,deceased,1,Puglia,15,,
06/03/2020,total,17,Puglia,15,,
06/03/2020,tested,395,Puglia,15,,
06/03/2020,hospitalized,2,Umbria,9,,
06/03/2020,hospitalized_intensive,2,Umbria,9,,
06/03/2020,self_isolation,12,Umbria,9,,
06/03/2020,positive,16,Umbria,9,,
06/03/2020,discharged,0,Umbria,9,,
06/03/2020,deceased,0,Umbria,9,,
06/03/2020,total,16,Umbria,9,,
06/03/2020,tested,110,Umbria,9,,
06/03/2020,hospitalized,3,Molise,13,,
06/03/2020,hospitalized_intensive,2,Molise,13,,
06/03/2020,self_isolation,7,Molise,13,,
06/03/2020,positive,12,Molise,13,,
06/03/2020,discharged,0,Molise,13,,
06/03/2020,deceased,0,Molise,13,,
06/03/2020,total,12,Molise,13,,
06/03/2020,tested,104,Molise,13,,
06/03/2020,hospitalized,8,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,hospitalized_intensive,0,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,self_isolation,6,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,positive,14,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,discharged,0,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,deceased,0,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,total,14,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,tested,158,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,hospitalized,9,Abruzzo,12,,
06/03/2020,hospitalized_intensive,0,Abruzzo,12,,
06/03/2020,self_isolation,0,Abruzzo,12,,
06/03/2020,positive,9,Abruzzo,12,,
06/03/2020,discharged,0,Abruzzo,12,,
06/03/2020,deceased,0,Abruzzo,12,,
06/03/2020,total,9,Abruzzo,12,,
06/03/2020,tested,96,Abruzzo,12,,
06/03/2020,hospitalized,2,Sardegna,19,,
06/03/2020,hospitalized_intensive,0,Sardegna,19,,
06/03/2020,self_isolation,3,Sardegna,19,,
06/03/2020,positive,5,Sardegna,19,,
06/03/2020,discharged,0,Sardegna,19,,
06/03/2020,deceased,0,Sardegna,19,,
06/03/2020,total,5,Sardegna,19,,
06/03/2020,tested,99,Sardegna,19,,
06/03/2020,hospitalized,1,Basilicata,16,,
06/03/2020,hospitalized_intensive,0,Basilicata,16,,
06/03/2020,self_isolation,2,Basilicata,16,,
06/03/2020,positive,3,Basilicata,16,,
06/03/2020,discharged,0,Basilicata,16,,
06/03/2020,deceased,0,Basilicata,16,,
06/03/2020,total,3,Basilicata,16,,
06/03/2020,tested,63,Basilicata,16,,
06/03/2020,hospitalized,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,hospitalized_intensive,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,self_isolation,7,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,positive,7,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,discharged,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,deceased,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,total,7,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,tested,28,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,hospitalized,2,Calabria,17,,
06/03/2020,hospitalized_intensive,0,Calabria,17,,
06/03/2020,self_isolation,2,Calabria,17,,
06/03/2020,positive,4,Calabria,17,,
06/03/2020,discharged,0,Calabria,17,,
06/03/2020,deceased,0,Calabria,17,,
06/03/2020,total,4,Calabria,17,,
06/03/2020,tested,99,Calabria,17,,
06/03/2020,hospitalized,2394,Totale,,,
06/03/2020,hospitalized_intensive,462,Totale,,,
06/03/2020,self_isolation,0,Totale,,,
06/03/2020,positive,3916,Totale,,,
06/03/2020,discharged,523,Totale,,,
06/03/2020,deceased,197,Totale,,,
06/03/2020,total,4636,Totale,,,
06/03/2020,tested,36359,Totale,,,
